Interaction_ID,Ticket_ID,Channel,Interaction_Date,Duration_Minutes,Messages_Exchanged,Bot_Handled,Transferred_To_Agent,Resolution_Achieved,Hold_Time_Minutes,Sentiment_Score,Duration_Tier,Sentiment_Tier
INT011509,TKT011509,Inbound Call,2024-01-19,7.3,,0,0,1,6.1,-0.47,Standard (5-15m),Negative
INT011510,TKT011510,Inbound Call,2024-12-15,9.5,,0,0,0,6.7,0.26,Standard (5-15m),Neutral
INT011511,TKT011511,Inbound Call,2024-11-12,21.2,,0,0,1,1.0,0.73,Extended (15-30m),Positive
INT011512,TKT011512,Live Chat,2022-11-22,12.2,11.0,0,0,1,,0.45,Standard (5-15m),Positive
INT011513,TKT011513,Chatbot,2023-06-21,3.4,9.0,1,1,1,,-0.83,Quick (0-5m),Negative
INT011514,TKT011514,Live Chat,2024-03-23,5.5,11.0,1,0,1,,-0.32,Standard (5-15m),Negative
INT011515,TKT011515,Live Chat,2024-06-10,21.0,23.0,0,0,1,,0.63,Extended (15-30m),Positive
INT011516,TKT011516,Social Media,2024-02-15,1.0,9.0,0,0,1,,-0.16,Quick (0-5m),Neutral
INT011517,TKT011517,Inbound Call,2022-04-01,15.4,,0,0,1,1.4,1.0,Extended (15-30m),Positive
INT011518,TKT011518,Chatbot,2022-09-21,4.4,19.0,1,0,1,,-0.32,Quick (0-5m),Negative
INT011519,TKT011519,Chatbot,2024-10-11,4.1,10.0,1,0,1,,0.81,Quick (0-5m),Positive
INT011520,TKT011520,Social Media,2023-10-20,6.9,1.0,0,0,0,,-0.08,Standard (5-15m),Neutral
INT011521,TKT011521,Outbound Call,2024-10-22,28.9,,0,0,1,7.1,0.87,Extended (15-30m),Positive
INT011522,TKT011522,Outbound Call,2022-06-11,18.1,,0,0,0,9.2,-0.16,Extended (15-30m),Neutral
INT011523,TKT011523,Live Chat,2022-09-22,16.4,9.0,1,0,1,,-0.06,Extended (15-30m),Neutral
INT011524,TKT011524,Chatbot,2024-08-25,8.1,13.0,1,1,1,,0.08,Standard (5-15m),Neutral
INT011525,TKT011525,Email,2023-03-02,1.8,6.0,1,0,1,,-0.92,Quick (0-5m),Negative
INT011526,TKT011526,Inbound Call,2023-03-17,27.8,,0,0,1,9.6,-0.83,Extended (15-30m),Negative
INT011527,TKT011527,Live Chat,2024-03-09,19.6,3.0,0,1,1,,0.71,Extended (15-30m),Positive
INT011528,TKT011528,Outbound Call,2024-01-08,25.4,,1,0,1,2.0,-0.47,Extended (15-30m),Negative
INT011529,TKT011529,Live Chat,2023-01-24,13.3,22.0,1,1,1,,0.25,Standard (5-15m),Neutral
INT011530,TKT011530,Email,2024-01-31,0.8,6.0,0,1,1,,-0.48,Quick (0-5m),Negative
INT011531,TKT011531,Inbound Call,2022-10-07,31.7,,0,0,0,1.9,-0.3,Long (30m+),Negative
INT011532,TKT011532,Outbound Call,2022-09-20,43.0,,0,1,1,3.5,0.21,Long (30m+),Neutral
INT011533,TKT011533,Live Chat,2022-03-12,17.0,17.0,0,1,1,,-0.32,Extended (15-30m),Negative
INT011534,TKT011534,Live Chat,2023-08-29,15.3,12.0,0,1,1,,0.45,Extended (15-30m),Positive
INT011535,TKT011535,Inbound Call,2022-06-18,13.5,,0,0,1,10.0,0.03,Standard (5-15m),Neutral
INT011536,TKT011536,Live Chat,2023-06-24,11.6,23.0,0,0,1,,0.51,Standard (5-15m),Positive
INT011537,TKT011537,Social Media,2022-01-08,7.7,9.0,0,0,1,,-0.57,Standard (5-15m),Negative
INT011538,TKT011538,Inbound Call,2022-09-07,23.7,,1,1,0,9.3,0.29,Extended (15-30m),Neutral
INT011539,TKT011539,Email,2024-03-04,1.9,6.0,0,0,1,,-0.37,Quick (0-5m),Negative
INT011540,TKT011540,Live Chat,2023-07-23,13.2,25.0,1,0,0,,-0.29,Standard (5-15m),Neutral
INT011541,TKT011541,Inbound Call,2023-12-30,22.1,,0,1,1,5.0,-0.63,Extended (15-30m),Negative
INT011542,TKT011542,Inbound Call,2024-02-22,22.9,,0,0,1,2.7,-0.74,Extended (15-30m),Negative
INT011543,TKT011543,Inbound Call,2023-12-23,28.0,,0,1,1,1.4,0.76,Extended (15-30m),Positive
INT011544,TKT011544,Live Chat,2024-08-02,7.8,25.0,0,0,0,,0.89,Standard (5-15m),Positive
INT011545,TKT011545,Live Chat,2023-07-10,28.7,13.0,0,0,1,,-0.21,Extended (15-30m),Neutral
INT011546,TKT011546,Email,2023-03-14,2.2,4.0,0,1,1,,0.53,Quick (0-5m),Positive
INT011547,TKT011547,Chatbot,2024-09-07,5.2,8.0,1,0,1,,0.61,Standard (5-15m),Positive
INT011548,TKT011548,Inbound Call,2022-09-08,3.0,,0,0,0,2.4,-0.72,Quick (0-5m),Negative
INT011549,TKT011549,Live Chat,2024-01-13,13.2,3.0,0,0,0,,0.88,Standard (5-15m),Positive
INT011550,TKT011550,Chatbot,2023-04-11,7.5,5.0,1,1,1,,0.62,Standard (5-15m),Positive
INT011551,TKT011551,Inbound Call,2023-07-21,41.4,,0,1,1,3.7,0.58,Long (30m+),Positive
INT011552,TKT011552,Live Chat,2024-07-12,26.3,25.0,0,1,1,,0.85,Extended (15-30m),Positive
INT011553,TKT011553,Social Media,2024-06-04,11.7,1.0,0,0,0,,-0.29,Standard (5-15m),Neutral
INT011554,TKT011554,Live Chat,2024-08-15,13.8,10.0,1,1,1,,0.77,Standard (5-15m),Positive
INT011555,TKT011555,Email,2022-07-08,2.5,2.0,0,0,1,,1.0,Quick (0-5m),Positive
INT011556,TKT011556,Email,2022-04-04,3.5,7.0,1,0,1,,-0.54,Quick (0-5m),Negative
INT011557,TKT011557,Chatbot,2023-02-26,3.0,11.0,1,0,1,,-0.76,Quick (0-5m),Negative
INT011558,TKT011558,Inbound Call,2023-09-12,28.7,,0,0,1,7.1,-0.78,Extended (15-30m),Negative
INT011559,TKT011559,Email,2023-08-27,4.1,5.0,0,0,1,,-0.25,Quick (0-5m),Neutral
INT011560,TKT011560,Live Chat,2024-10-13,11.8,7.0,0,0,0,,0.62,Standard (5-15m),Positive
INT011561,TKT011561,Inbound Call,2023-12-30,23.3,,0,1,1,3.7,0.5,Extended (15-30m),Positive
INT011562,TKT011562,Chatbot,2024-04-26,3.3,20.0,1,0,1,,-0.61,Quick (0-5m),Negative
INT011563,TKT011563,Outbound Call,2022-05-21,28.6,,0,1,1,3.2,0.07,Extended (15-30m),Neutral
INT011564,TKT011564,Inbound Call,2024-12-22,20.7,,0,1,1,5.3,-0.28,Extended (15-30m),Neutral
INT011565,TKT011565,Outbound Call,2024-11-03,28.9,,1,0,1,4.5,0.66,Extended (15-30m),Positive
INT011566,TKT011566,Social Media,2024-09-02,3.6,3.0,1,1,1,,0.61,Quick (0-5m),Positive
INT011567,TKT011567,Inbound Call,2024-04-06,24.9,,0,0,1,1.6,0.62,Extended (15-30m),Positive
INT011568,TKT011568,Live Chat,2022-09-25,22.7,20.0,0,0,1,,0.05,Extended (15-30m),Neutral
INT011569,TKT011569,Email,2024-01-21,2.9,4.0,1,1,1,,0.61,Quick (0-5m),Positive
INT011570,TKT011570,Email,2022-11-11,0.6,2.0,0,1,1,,0.47,Quick (0-5m),Positive
INT011571,TKT011571,Email,2023-06-07,3.1,1.0,0,0,1,,0.05,Quick (0-5m),Neutral
INT011572,TKT011572,Live Chat,2024-07-23,11.9,12.0,0,1,1,,0.55,Standard (5-15m),Positive
INT011573,TKT011573,Live Chat,2023-03-26,17.5,17.0,0,0,1,,-0.25,Extended (15-30m),Neutral
INT011574,TKT011574,Live Chat,2022-09-19,5.6,16.0,0,1,0,,0.56,Standard (5-15m),Positive
INT011575,TKT011575,Chatbot,2023-08-14,7.2,24.0,1,0,1,,0.25,Standard (5-15m),Neutral
INT011576,TKT011576,Email,2022-04-03,0.6,4.0,0,0,1,,0.72,Quick (0-5m),Positive
INT011577,TKT011577,Chatbot,2023-03-16,7.0,16.0,1,0,1,,0.78,Standard (5-15m),Positive
INT011578,TKT011578,Live Chat,2022-11-25,8.9,9.0,1,0,1,,-0.22,Standard (5-15m),Neutral
INT011579,TKT011579,Outbound Call,2023-01-17,32.3,,0,0,1,4.0,-0.42,Long (30m+),Negative
INT011580,TKT011580,Live Chat,2023-10-21,22.1,25.0,0,0,1,,-0.44,Extended (15-30m),Negative
INT011581,TKT011581,Social Media,2022-03-25,10.3,10.0,0,0,0,,-0.35,Standard (5-15m),Negative
INT011582,TKT011582,Inbound Call,2022-01-29,19.9,,1,0,1,8.5,-0.9,Extended (15-30m),Negative
INT011583,TKT011583,Chatbot,2024-07-11,2.5,10.0,1,1,1,,0.86,Quick (0-5m),Positive
INT011584,TKT011584,Live Chat,2022-08-29,8.6,25.0,1,0,1,,-0.75,Standard (5-15m),Negative
INT011585,TKT011585,Outbound Call,2024-12-11,9.4,,0,1,0,2.8,0.76,Standard (5-15m),Positive
INT011586,TKT011586,Inbound Call,2024-03-22,7.0,,0,1,0,4.8,-0.02,Standard (5-15m),Neutral
INT011587,TKT011587,Inbound Call,2024-08-06,4.5,,0,0,1,1.4,0.8,Quick (0-5m),Positive
INT011588,TKT011588,Chatbot,2024-07-30,2.8,3.0,1,0,1,,0.87,Quick (0-5m),Positive
INT011589,TKT011589,Inbound Call,2024-10-13,36.4,,0,1,1,1.7,0.64,Long (30m+),Positive
INT011590,TKT011590,Live Chat,2022-01-14,12.5,21.0,0,0,1,,-0.19,Standard (5-15m),Neutral
INT011591,TKT011591,Inbound Call,2022-02-06,36.9,,0,1,0,0.9,-0.18,Long (30m+),Neutral
INT011592,TKT011592,Social Media,2024-04-04,10.1,3.0,0,0,1,,0.93,Standard (5-15m),Positive
INT011593,TKT011593,Social Media,2024-04-21,1.0,9.0,0,0,1,,-0.33,Quick (0-5m),Negative
INT011594,TKT011594,Inbound Call,2024-04-03,19.9,,0,0,1,3.4,-0.18,Extended (15-30m),Neutral
INT011595,TKT011595,Live Chat,2022-01-08,5.1,12.0,1,0,0,,-0.42,Standard (5-15m),Negative
INT011596,TKT011596,Inbound Call,2024-07-09,43.3,,0,0,0,10.0,0.03,Long (30m+),Neutral
INT011597,TKT011597,Chatbot,2022-10-13,4.3,24.0,1,0,1,,0.22,Quick (0-5m),Neutral
INT011598,TKT011598,Email,2022-11-13,2.5,2.0,0,1,0,,0.33,Quick (0-5m),Positive
INT011599,TKT011599,Email,2023-01-06,3.1,2.0,0,0,1,,-0.68,Quick (0-5m),Negative
INT011600,TKT011600,Chatbot,2022-09-18,7.0,25.0,1,0,1,,-0.31,Standard (5-15m),Negative
INT011601,TKT011601,Email,2023-03-12,4.0,7.0,1,0,1,,0.99,Quick (0-5m),Positive
INT011602,TKT011602,Inbound Call,2024-04-30,3.4,,1,1,1,6.4,-0.86,Quick (0-5m),Negative
INT011603,TKT011603,Outbound Call,2022-12-04,33.4,,0,0,0,1.7,-0.26,Long (30m+),Neutral
INT011604,TKT011604,Email,2023-06-20,2.7,6.0,0,1,1,,-0.58,Quick (0-5m),Negative
INT011605,TKT011605,Chatbot,2022-10-01,5.4,15.0,1,1,1,,-0.44,Standard (5-15m),Negative
INT011606,TKT011606,Inbound Call,2023-06-20,40.4,,0,0,1,9.3,-0.07,Long (30m+),Neutral
INT011607,TKT011607,Live Chat,2023-03-18,7.8,14.0,0,0,1,,0.97,Standard (5-15m),Positive
INT011608,TKT011608,Chatbot,2023-02-26,1.9,25.0,1,0,1,,0.62,Quick (0-5m),Positive
INT011609,TKT011609,Inbound Call,2022-01-23,3.7,,0,0,1,9.4,-0.52,Quick (0-5m),Negative
INT011610,TKT011610,Email,2024-01-08,3.6,1.0,0,0,1,,-0.73,Quick (0-5m),Negative
INT011611,TKT011611,Email,2024-06-01,2.2,6.0,1,0,1,,0.21,Quick (0-5m),Neutral
INT011612,TKT011612,Chatbot,2022-12-07,9.9,11.0,1,0,1,,0.75,Standard (5-15m),Positive
INT011613,TKT011613,Email,2022-03-17,3.8,1.0,0,1,1,,-0.6,Quick (0-5m),Negative
INT011614,TKT011614,Live Chat,2024-04-01,16.3,22.0,0,0,1,,-0.61,Extended (15-30m),Negative
INT011615,TKT011615,Live Chat,2024-03-24,11.3,20.0,0,1,1,,0.37,Standard (5-15m),Positive
INT011616,TKT011616,Inbound Call,2023-07-14,34.7,,0,0,0,7.0,-0.41,Long (30m+),Negative
INT011617,TKT011617,Live Chat,2023-12-23,25.5,5.0,1,0,0,,-0.92,Extended (15-30m),Negative
INT011618,TKT011618,Email,2022-07-13,2.1,2.0,0,1,1,,-0.4,Quick (0-5m),Negative
INT011619,TKT011619,Inbound Call,2023-02-19,15.0,,0,0,1,2.8,-0.58,Standard (5-15m),Negative
INT011620,TKT011620,Email,2023-06-26,3.8,4.0,0,1,1,,-0.34,Quick (0-5m),Negative
INT011621,TKT011621,Inbound Call,2023-11-28,42.4,,1,1,1,1.4,0.63,Long (30m+),Positive
INT011622,TKT011622,Inbound Call,2023-07-22,21.6,,0,1,1,4.4,0.35,Extended (15-30m),Positive
INT011623,TKT011623,Inbound Call,2022-07-07,22.6,,0,0,1,9.3,-0.44,Extended (15-30m),Negative
INT011624,TKT011624,Live Chat,2024-12-02,16.8,20.0,0,0,0,,-0.18,Extended (15-30m),Neutral
INT011625,TKT011625,Email,2023-09-26,1.2,4.0,0,0,1,,-0.57,Quick (0-5m),Negative
INT011626,TKT011626,Social Media,2023-12-21,12.5,1.0,0,1,1,,0.11,Standard (5-15m),Neutral
INT011627,TKT011627,Outbound Call,2022-11-12,17.1,,0,0,1,0.1,-0.55,Extended (15-30m),Negative
INT011628,TKT011628,Live Chat,2023-01-07,11.6,25.0,0,1,0,,0.85,Standard (5-15m),Positive
INT011629,TKT011629,Live Chat,2022-03-01,16.5,8.0,1,0,1,,-0.46,Extended (15-30m),Negative
INT011630,TKT011630,Email,2023-04-27,1.4,2.0,0,1,1,,0.42,Quick (0-5m),Positive
INT011631,TKT011631,Chatbot,2022-06-30,1.0,15.0,1,0,1,,-0.21,Quick (0-5m),Neutral
INT011632,TKT011632,Outbound Call,2022-02-08,28.3,,0,0,1,4.0,0.79,Extended (15-30m),Positive
INT011633,TKT011633,Social Media,2023-04-07,7.3,1.0,0,0,1,,-0.37,Standard (5-15m),Negative
INT011634,TKT011634,Inbound Call,2023-06-01,30.8,,0,0,1,1.0,-0.97,Long (30m+),Negative
INT011635,TKT011635,Inbound Call,2024-12-19,40.6,,0,1,0,1.7,-0.79,Long (30m+),Negative
INT011636,TKT011636,Chatbot,2022-06-20,3.3,13.0,1,1,0,,-0.86,Quick (0-5m),Negative
INT011637,TKT011637,Email,2024-04-21,3.9,2.0,1,0,0,,-0.38,Quick (0-5m),Negative
INT011638,TKT011638,Inbound Call,2023-11-24,5.3,,1,0,1,6.3,0.34,Standard (5-15m),Positive
INT011639,TKT011639,Email,2023-12-18,2.1,8.0,0,1,1,,0.03,Quick (0-5m),Neutral
INT011640,TKT011640,Social Media,2024-02-02,2.1,10.0,0,1,0,,-0.5,Quick (0-5m),Negative
INT011641,TKT011641,Email,2023-06-13,4.8,2.0,0,1,1,,1.0,Quick (0-5m),Positive
INT011642,TKT011642,Live Chat,2022-05-31,19.3,25.0,0,1,0,,-0.87,Extended (15-30m),Negative
INT011643,TKT011643,Live Chat,2023-05-21,13.6,17.0,1,0,0,,0.25,Standard (5-15m),Neutral
INT011644,TKT011644,Live Chat,2023-02-09,18.2,12.0,0,1,1,,0.6,Extended (15-30m),Positive
INT011645,TKT011645,Live Chat,2023-03-04,24.9,5.0,0,1,1,,0.92,Extended (15-30m),Positive
INT011646,TKT011646,Chatbot,2023-02-01,9.7,9.0,1,0,0,,-0.29,Standard (5-15m),Neutral
INT011647,TKT011647,Live Chat,2024-03-17,20.7,13.0,0,0,1,,0.14,Extended (15-30m),Neutral
INT011648,TKT011648,Social Media,2024-10-13,6.4,7.0,0,0,1,,-0.5,Standard (5-15m),Negative
INT011649,TKT011649,Inbound Call,2024-09-28,39.8,,0,0,1,3.8,-0.93,Long (30m+),Negative
INT011650,TKT011650,Live Chat,2024-08-02,22.6,14.0,0,1,1,,0.04,Extended (15-30m),Neutral
INT011651,TKT011651,Social Media,2024-11-30,13.6,4.0,1,1,0,,0.18,Standard (5-15m),Neutral
INT011652,TKT011652,Chatbot,2024-09-02,9.2,6.0,1,1,1,,-0.45,Standard (5-15m),Negative
INT011653,TKT011653,Inbound Call,2024-01-20,7.4,,0,1,0,3.3,-0.54,Standard (5-15m),Negative
INT011654,TKT011654,Social Media,2023-03-06,13.3,2.0,0,0,1,,-0.44,Standard (5-15m),Negative
INT011655,TKT011655,Social Media,2024-05-20,1.9,5.0,1,0,1,,0.05,Quick (0-5m),Neutral
INT011656,TKT011656,Live Chat,2023-03-04,10.7,12.0,1,0,1,,0.36,Standard (5-15m),Positive
INT011657,TKT011657,Social Media,2022-07-02,8.7,8.0,0,0,1,,0.44,Standard (5-15m),Positive
INT011658,TKT011658,Inbound Call,2023-06-11,38.8,,1,0,1,1.8,-0.45,Long (30m+),Negative
INT011659,TKT011659,Inbound Call,2022-05-30,22.6,,0,0,0,3.7,0.71,Extended (15-30m),Positive
INT011660,TKT011660,Inbound Call,2023-12-10,6.2,,1,0,0,6.7,-0.03,Standard (5-15m),Neutral
INT011661,TKT011661,Inbound Call,2022-02-18,15.9,,0,0,1,9.1,0.1,Extended (15-30m),Neutral
INT011662,TKT011662,Inbound Call,2023-09-02,26.8,,1,0,1,7.1,-0.54,Extended (15-30m),Negative
INT011663,TKT011663,Social Media,2024-06-04,12.8,8.0,0,0,1,,-0.23,Standard (5-15m),Neutral
INT011664,TKT011664,Outbound Call,2022-09-24,28.1,,0,1,1,4.4,-0.9,Extended (15-30m),Negative
INT011665,TKT011665,Live Chat,2023-02-15,6.1,17.0,0,0,1,,0.15,Standard (5-15m),Neutral
INT011666,TKT011666,Outbound Call,2022-01-27,34.7,,1,0,1,7.4,0.5,Long (30m+),Positive
INT011667,TKT011667,Live Chat,2024-09-30,29.3,3.0,0,0,1,,0.09,Extended (15-30m),Neutral
INT011668,TKT011668,Social Media,2022-08-24,4.1,9.0,1,0,1,,-0.35,Quick (0-5m),Negative
INT011669,TKT011669,Live Chat,2022-02-26,10.2,3.0,0,0,1,,0.67,Standard (5-15m),Positive
INT011670,TKT011670,Inbound Call,2022-07-12,6.5,,0,1,1,2.9,-0.88,Standard (5-15m),Negative
INT011671,TKT011671,Inbound Call,2022-06-17,19.7,,0,0,1,8.6,-0.5,Extended (15-30m),Negative
INT011672,TKT011672,Inbound Call,2022-08-06,8.9,,1,1,1,4.7,-0.9,Standard (5-15m),Negative
INT011673,TKT011673,Inbound Call,2023-09-23,7.0,,0,0,1,4.3,-0.21,Standard (5-15m),Neutral
INT011674,TKT011674,Inbound Call,2022-01-01,26.7,,0,1,1,5.1,-0.5,Extended (15-30m),Negative
INT011675,TKT011675,Email,2023-08-03,1.8,4.0,0,1,0,,0.37,Quick (0-5m),Positive
INT011676,TKT011676,Inbound Call,2023-02-12,38.0,,1,0,1,0.8,-0.84,Long (30m+),Negative
INT011677,TKT011677,Live Chat,2023-05-30,10.8,9.0,0,1,1,,-0.93,Standard (5-15m),Negative
INT011678,TKT011678,Outbound Call,2022-11-17,34.6,,0,1,1,4.9,0.11,Long (30m+),Neutral
INT011679,TKT011679,Chatbot,2023-06-20,2.6,25.0,1,1,1,,0.49,Quick (0-5m),Positive
INT011680,TKT011680,Inbound Call,2022-01-27,15.4,,0,0,1,6.3,-0.06,Extended (15-30m),Neutral
INT011681,TKT011681,Live Chat,2022-01-06,25.1,12.0,1,1,1,,-0.44,Extended (15-30m),Negative
INT011682,TKT011682,Email,2024-12-10,0.5,6.0,1,0,1,,-0.0,Quick (0-5m),Neutral
INT011683,TKT011683,Live Chat,2022-07-19,24.1,22.0,0,0,1,,-0.32,Extended (15-30m),Negative
INT011684,TKT011684,Social Media,2023-05-28,5.1,5.0,0,0,0,,-0.41,Standard (5-15m),Negative
INT011685,TKT011685,Live Chat,2022-02-07,28.4,5.0,0,0,0,,-0.11,Extended (15-30m),Neutral
INT011686,TKT011686,Email,2022-07-03,4.3,2.0,0,1,0,,0.23,Quick (0-5m),Neutral
INT011687,TKT011687,Live Chat,2024-09-12,20.4,10.0,1,1,1,,0.16,Extended (15-30m),Neutral
INT011688,TKT011688,Email,2024-12-22,3.8,5.0,0,0,1,,-0.78,Quick (0-5m),Negative
INT011689,TKT011689,Email,2022-02-24,2.5,7.0,0,0,1,,-0.56,Quick (0-5m),Negative
INT011690,TKT011690,Outbound Call,2024-07-19,44.8,,0,0,1,2.8,-0.99,Long (30m+),Negative
INT011691,TKT011691,Email,2024-02-20,2.9,2.0,0,1,0,,-0.12,Quick (0-5m),Neutral
INT011692,TKT011692,Live Chat,2023-04-19,23.9,9.0,0,0,1,,0.54,Extended (15-30m),Positive
INT011693,TKT011693,Email,2024-07-14,1.4,3.0,0,0,1,,-0.17,Quick (0-5m),Neutral
INT011694,TKT011694,Email,2022-03-16,4.8,3.0,0,0,0,,1.0,Quick (0-5m),Positive
INT011695,TKT011695,Social Media,2024-03-18,7.8,7.0,0,0,1,,0.5,Standard (5-15m),Positive
INT011696,TKT011696,Inbound Call,2022-04-03,16.5,,0,0,0,8.5,-0.25,Extended (15-30m),Neutral
INT011697,TKT011697,Email,2023-02-01,1.5,7.0,1,1,1,,0.95,Quick (0-5m),Positive
INT011698,TKT011698,Inbound Call,2023-01-07,26.5,,1,0,1,4.0,0.28,Extended (15-30m),Neutral
INT011699,TKT011699,Inbound Call,2023-09-18,36.5,,1,0,1,4.3,0.84,Long (30m+),Positive
INT011700,TKT011700,Inbound Call,2022-12-22,40.4,,0,0,1,7.3,-0.83,Long (30m+),Negative
INT011701,TKT011701,Chatbot,2024-01-16,7.3,8.0,1,1,1,,0.12,Standard (5-15m),Neutral
INT011702,TKT011702,Outbound Call,2024-03-03,33.2,,0,0,1,3.3,0.82,Long (30m+),Positive
INT011703,TKT011703,Chatbot,2024-06-17,2.2,20.0,1,0,1,,0.3,Quick (0-5m),Neutral
INT011704,TKT011704,Email,2023-07-01,1.1,7.0,0,0,0,,0.98,Quick (0-5m),Positive
INT011705,TKT011705,Outbound Call,2024-08-18,14.1,,0,1,1,6.1,0.99,Standard (5-15m),Positive
INT011706,TKT011706,Live Chat,2024-01-16,26.6,20.0,1,0,1,,0.58,Extended (15-30m),Positive
INT011707,TKT011707,Outbound Call,2024-06-28,16.0,,0,0,1,3.9,-0.44,Extended (15-30m),Negative
INT011708,TKT011708,Email,2023-02-05,2.2,6.0,0,0,1,,0.71,Quick (0-5m),Positive
INT011709,TKT011709,Inbound Call,2024-09-28,3.5,,0,1,1,9.5,0.41,Quick (0-5m),Positive
INT011710,TKT011710,Outbound Call,2022-01-15,36.0,,0,0,0,1.3,-0.79,Long (30m+),Negative
INT011711,TKT011711,Outbound Call,2022-08-25,15.6,,0,0,0,8.1,-0.22,Extended (15-30m),Neutral
INT011712,TKT011712,Email,2023-11-19,1.6,1.0,1,1,1,,0.75,Quick (0-5m),Positive
INT011713,TKT011713,Chatbot,2022-07-16,1.7,21.0,1,1,0,,0.42,Quick (0-5m),Positive
INT011714,TKT011714,Chatbot,2024-10-19,4.0,14.0,1,0,1,,-0.15,Quick (0-5m),Neutral
INT011715,TKT011715,Email,2023-01-10,2.6,6.0,0,1,1,,0.23,Quick (0-5m),Neutral
INT011716,TKT011716,Live Chat,2024-04-27,28.5,13.0,0,0,0,,0.87,Extended (15-30m),Positive
INT011717,TKT011717,Outbound Call,2024-05-18,6.2,,0,0,0,3.7,0.2,Standard (5-15m),Neutral
INT011718,TKT011718,Social Media,2023-11-28,1.1,8.0,0,1,1,,-0.54,Quick (0-5m),Negative
INT011719,TKT011719,Inbound Call,2024-11-07,7.6,,1,1,1,0.1,0.34,Standard (5-15m),Positive
INT011720,TKT011720,Inbound Call,2024-05-10,7.6,,0,1,1,2.4,-0.47,Standard (5-15m),Negative
INT011721,TKT011721,Social Media,2022-03-13,9.3,2.0,1,1,0,,0.24,Standard (5-15m),Neutral
INT011722,TKT011722,Social Media,2023-12-04,13.9,5.0,0,0,0,,0.29,Standard (5-15m),Neutral
INT011723,TKT011723,Inbound Call,2024-08-29,32.7,,0,0,1,6.4,-0.28,Long (30m+),Neutral
INT011724,TKT011724,Inbound Call,2023-12-12,30.9,,0,1,0,5.3,0.48,Long (30m+),Positive
INT011725,TKT011725,Social Media,2024-02-15,2.3,2.0,0,1,1,,-0.41,Quick (0-5m),Negative
INT011726,TKT011726,Social Media,2023-08-24,1.6,4.0,1,1,1,,-0.97,Quick (0-5m),Negative
INT011727,TKT011727,Inbound Call,2023-02-03,19.8,,0,0,1,8.5,-0.3,Extended (15-30m),Negative
INT011728,TKT011728,Inbound Call,2023-07-15,16.0,,0,0,1,3.3,0.72,Extended (15-30m),Positive
INT011729,TKT011729,Inbound Call,2024-10-13,17.1,,0,1,0,8.3,0.15,Extended (15-30m),Neutral
INT011730,TKT011730,Live Chat,2022-12-11,21.3,3.0,0,0,1,,0.7,Extended (15-30m),Positive
INT011731,TKT011731,Live Chat,2023-02-16,8.8,19.0,0,0,1,,-0.74,Standard (5-15m),Negative
INT011732,TKT011732,Email,2024-09-30,4.1,4.0,0,0,1,,-0.61,Quick (0-5m),Negative
INT011733,TKT011733,Email,2024-10-06,1.5,6.0,0,1,0,,-0.67,Quick (0-5m),Negative
INT011734,TKT011734,Outbound Call,2024-05-18,2.8,,0,0,1,9.2,0.57,Quick (0-5m),Positive
INT011735,TKT011735,Outbound Call,2024-03-17,22.0,,0,0,1,3.1,0.22,Extended (15-30m),Neutral
INT011736,TKT011736,Chatbot,2023-11-17,1.2,4.0,1,1,0,,-0.33,Quick (0-5m),Negative
INT011737,TKT011737,Inbound Call,2024-06-29,16.2,,1,0,1,0.9,0.56,Extended (15-30m),Positive
INT011738,TKT011738,Live Chat,2024-03-04,8.0,3.0,0,0,0,,-0.13,Standard (5-15m),Neutral
INT011739,TKT011739,Live Chat,2023-06-16,7.2,25.0,0,1,0,,0.23,Standard (5-15m),Neutral
INT011740,TKT011740,Social Media,2023-06-27,11.0,7.0,0,0,1,,0.71,Standard (5-15m),Positive
INT011741,TKT011741,Inbound Call,2022-06-10,15.3,,0,1,1,3.6,-0.15,Extended (15-30m),Neutral
INT011742,TKT011742,Social Media,2023-12-26,2.8,6.0,0,0,1,,0.5,Quick (0-5m),Positive
INT011743,TKT011743,Live Chat,2023-05-04,12.3,19.0,0,1,1,,0.13,Standard (5-15m),Neutral
INT011744,TKT011744,Social Media,2024-06-26,7.4,4.0,0,1,1,,0.82,Standard (5-15m),Positive
INT011745,TKT011745,Outbound Call,2023-10-17,29.6,,1,1,1,7.6,-0.09,Extended (15-30m),Neutral
INT011746,TKT011746,Social Media,2022-03-15,10.0,5.0,0,0,1,,-0.4,Standard (5-15m),Negative
INT011747,TKT011747,Outbound Call,2022-09-23,19.6,,0,0,1,4.4,-0.46,Extended (15-30m),Negative
INT011748,TKT011748,Social Media,2022-02-18,11.5,8.0,0,0,1,,-0.62,Standard (5-15m),Negative
INT011749,TKT011749,Email,2023-05-10,0.6,6.0,0,0,1,,-0.29,Quick (0-5m),Neutral
INT011750,TKT011750,Inbound Call,2024-10-11,20.9,,0,0,1,4.5,-0.13,Extended (15-30m),Neutral
INT011751,TKT011751,Live Chat,2022-01-12,13.3,15.0,0,1,1,,-0.73,Standard (5-15m),Negative
INT011752,TKT011752,Live Chat,2023-07-13,8.8,16.0,0,0,0,,0.47,Standard (5-15m),Positive
INT011753,TKT011753,Inbound Call,2024-12-09,2.6,,0,1,1,1.5,0.88,Quick (0-5m),Positive
INT011754,TKT011754,Chatbot,2024-03-26,7.0,22.0,1,0,1,,-0.18,Standard (5-15m),Neutral
